stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
Stage 3,goal_node,0.7544,0.6729,0.6812,0.7541,0.004000186920166016,84
Stage 2,"Config_PB,Token_Impersonation",0.4802,0.8899,0.8894,0.2231,0.003999471664428711,84
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7395,0.8717,0.893,0.8736,0.0049991607666015625,84
Stage 3,Create_GTP,0.7367,0.8774,0.8921,0.8554,0.004998922348022461,84
Stage 3,"Launch_Agent,goal_node",0.2643,0.9266,0.6813,0.9191,0.004000186920166016,85
Stage 3,Create_GTP,0.7367,0.8775,0.892,0.8555,0.003999948501586914,85
Stage 3,goal_node,0.7543,0.6731,0.6811,0.7543,0.005000114440917969,86
Stage 3,"Token_Impersonation,Connect_NRF,Connect_SMF,Connect_UPF,Create_GTP",0.4777,0.8718,0.8903,0.7546,0.003999948501586914,86
Stage 1,SystemUseNotPB,0.7319,0.8901,0.8798,0.8379,0.003998756408691406,86
Stage 2,Connect_NRF,0.7064,0.8843,0.8868,0.7543,0.00500035285949707,86
Stage 3,Connect_UPF,0.7299,0.8718,0.8915,0.8444,0.004000425338745117,86
Stage 1,Authentication,0.7371,0.8906,0.883,0.8486,0.003999471664428711,86
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.266,0.9263,0.0628,0.9144,0.003999471664428711,87
Stage 3,"Agent_based_MPB,Launch_Agent,goal_node",0.2645,0.9266,0.062,0.9178,0.003999233245849609,88
Stage 3,"Create_GTP,Connect_UE",0.7367,0.8776,0.8919,0.8554,0.004000186920166016,88
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP",0.7146,0.8719,0.8889,0.7981,0.00500035285949707,88
Stage 3,Connect_UE,0.7408,0.881,0.8923,0.8621,0.003996610641479492,88
Stage 3,"Query_SMF,Connect_NRF,Connect_NEF,Connect_UPF,Create_GTP",0.7391,0.8719,0.8809,0.8938,0.004000663757324219,88
Stage 2,"Access_Server,Query_SMF",0.7208,0.8869,0.8737,0.818,0.0029990673065185547,88
Stage 3,"Launch_Agent,goal_node",0.2638,0.9268,0.6807,0.9192,0.003998756408691406,89
Stage 2,Query_SMF,0.7315,0.8869,0.8807,0.8414,0.0040285587310791016,89
Stage 3,"Launch_Agent,goal_node",0.2637,0.9268,0.6805,0.9193,0.00500035285949707,90
Stage 3,goal_node,0.7543,0.6737,0.6802,0.7547,0.0039997100830078125,91
Stage 3,"Query_SMF,Connect_NRF,Connect_SMF",0.743,0.8794,0.8808,0.8938,0.004000425338745117,91
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7298,0.872,0.8913,0.8445,0.003999948501586914,91
Stage 3,"Launch_Agent,goal_node",0.2635,0.9268,0.6803,0.9193,0.005000114440917969,92
Stage 2,Connect_NRF,0.7064,0.8844,0.8865,0.7547,0.004001140594482422,92
Stage 3,Create_GTP,0.7366,0.8777,0.8918,0.8556,0.003999233245849609,92
Stage 2,Config_PB,0.5491,0.8905,0.8891,0.2229,0.004000425338745117,92
Stage 3,Connect_UE,0.7408,0.8811,0.8921,0.8622,0.004998445510864258,92
Stage 3,"Connect_NRF,Connect_SMF,Connect_UPF",0.7003,0.872,0.8865,0.7548,0.003994464874267578,92
Stage 3,Connect_UE,0.7408,0.8812,0.8922,0.8623,0.005002021789550781,92
Stage 3,Launch_Agent,0.2633,0.8923,0.8933,0.8812,0.0039997100830078125,92
Stage 3,Connect_UPF,0.7299,0.8721,0.8912,0.8447,0.0039997100830078125,92
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.73,0.8721,0.8912,0.8447,0.003999948501586914,92
Stage 3,Connect_UE,0.7409,0.8812,0.8921,0.8624,0.003999948501586914,92
Stage 3,"Launch_Agent,goal_node",0.2639,0.9269,0.6801,0.9194,0.0050013065338134766,93
Stage 3,Create_GTP,0.7368,0.8778,0.8917,0.8558,0.004032135009765625,93
Stage 3,goal_node,0.7544,0.6741,0.6798,0.755,0.004006624221801758,94
Stage 1,Input_Credentials,0.7403,0.8912,0.8846,0.8555,0.0039997100830078125,94
Stage 3,"Connect_C2,Rule_based_MPB",0.3756,0.2153,0.8928,0.877,0.003999948501586914,94
Stage 3,"Agent_based_MPB,Launch_Agent",0.2642,0.8923,0.2041,0.8794,0.004000186920166016,94
Stage 3,"Exfiltrating_data,goal_node",0.2555,0.6742,0.9281,0.8953,0.004002809524536133,95
Stage 3,Connect_C2,0.4777,0.3991,0.8928,0.8771,0.004004240036010742,95
Stage 2,Config_PB,0.5494,0.8906,0.889,0.2236,0.003998517990112305,95
Stage 1,Authentication,0.7372,0.8909,0.8826,0.849,0.0050008296966552734,95
Stage 3,Rule_based_MPB,0.376,0.2161,0.893,0.8803,0.0040302276611328125,95
Stage 3,"Access_Server,Query_SMF,Connect_NRF,Connect_SMF",0.7343,0.8796,0.8734,0.8772,0.003997087478637695,95
Stage 1,"Authentication,SystemUseNotPB",0.732,0.8904,0.8794,0.8384,0.006001949310302734,95
Stage 3,"Deploy_malware,Config_PB,Token_Impersonation,goal_node",0.481,0.8608,0.8899,0.1072,0.003999471664428711,96
Stage 2,Query_SMF,0.7316,0.8871,0.8805,0.8417,0.004963397979736328,96
Stage 3,Connect_C2,0.4785,0.4005,0.8929,0.8771,0.003973245620727539,96
Stage 3,Connect_C2,0.4789,0.4012,0.8929,0.8771,0.004994630813598633,96
Stage 2,Portable_Execution,0.4671,0.8921,0.3702,0.8747,0.003999233245849609,96
Stage 2,Deploy_malware,0.5933,0.8907,0.8858,0.3704,0.004001617431640625,96
Stage 3,"Token_Impersonation,goal_node",0.4806,0.8609,0.8948,0.7549,0.004999637603759766,97
Stage 3,Connect_C2,0.4793,0.402,0.8929,0.8771,0.003998279571533203,97
Stage 3,"Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP",0.7394,0.8726,0.8808,0.894,0.0030312538146972656,97
Stage 1,SystemUseNotPB,0.7321,0.8905,0.8796,0.8384,0.003999233245849609,97
Stage 3,"Deploy_malware,Config_PB,Token_Impersonation,Connect_NRF,Connect_PCF",0.4793,0.8831,0.885,0.1681,0.004002094268798828,97
Stage 3,Connect_C2,0.4797,0.4027,0.893,0.8771,0.003999471664428711,97
Stage 1,Authentication,0.7374,0.891,0.8828,0.8491,0.004000186920166016,97
Stage 1,Input_Credentials,0.7407,0.8913,0.8848,0.8558,0.0039997100830078125,97
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.7303,0.8727,0.8913,0.8446,0.004002571105957031,97
Stage 3,"Deploy_malware,Config_PB,Token_Impersonation,goal_node",0.4807,0.861,0.8901,0.1068,0.003967761993408203,98
Stage 3,"Connect_C2,Rule_based_MPB",0.3764,0.2169,0.893,0.877,0.003999471664428711,98
Stage 3,Connect_UPF,0.7304,0.8728,0.8913,0.8446,0.004000186920166016,98
Stage 1,SystemUseNotPB,0.7322,0.8906,0.8797,0.8384,0.003999948501586914,98
Stage 3,goal_node,0.7546,0.6742,0.6804,0.7543,0.004029750823974609,99
Stage 2,Portable_Execution,0.4676,0.8922,0.3712,0.8746,0.0050008296966552734,99
Stage 3,Rule_based_MPB,0.3769,0.2178,0.8932,0.8802,0.003998279571533203,99
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.74,0.8729,0.8929,0.8737,0.004996776580810547,99
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2661,0.9266,0.0624,0.9146,0.004000186920166016,100
Stage 3,Connect_PCF,0.7325,0.8814,0.8909,0.8375,0.00400233268737793,100
Stage 3,"Connect_NEF,Connect_UPF",0.74,0.8729,0.8928,0.8738,0.004999876022338867,100
Stage 3,"Create_GTP,Connect_UE",0.7372,0.8785,0.8919,0.8558,0.0039975643157958984,100
Stage 3,Create_GTP,0.7372,0.8785,0.8919,0.8558,0.004998922348022461,100
Stage 3,Connect_C2,0.4807,0.4045,0.893,0.8772,0.003999233245849609,100
Stage 3,"Create_GTP,Connect_UE",0.7373,0.8786,0.8919,0.8558,0.004997968673706055,100
Stage 1,Bypass_Authentication,0.732,0.8907,0.8795,0.8377,0.00402379035949707,100
Stage 1,"Authentication,SystemUseNotPB",0.7324,0.8908,0.8798,0.8385,0.004000663757324219,100
Stage 2,Config_PB,0.549,0.891,0.8893,0.2237,0.003999471664428711,100
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2659,0.9267,0.0623,0.9147,0.003999233245849609,101
Stage 2,Query_SMF,0.732,0.8876,0.8807,0.8419,0.003997802734375,101
Stage 2,Portable_Execution,0.4675,0.8924,0.3712,0.8748,0.0039997100830078125,101
Stage 3,Connect_C2,0.4811,0.4052,0.893,0.8773,0.003998994827270508,101
Stage 3,goal_node,0.7547,0.6746,0.68,0.7546,0.004000425338745117,102
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2657,0.9267,0.0622,0.9148,0.0039997100830078125,103
Stage 3,Rule_based_MPB,0.3773,0.2186,0.8931,0.8804,0.004999637603759766,103
Stage 3,Rule_based_MPB,0.3778,0.2194,0.8931,0.8804,0.005000591278076172,103
Stage 3,goal_node,0.7546,0.6748,0.6799,0.7548,0.0039997100830078125,104
Stage 3,"Connect_C2,Rule_based_MPB",0.3782,0.2202,0.893,0.8774,0.003999471664428711,104
Stage 3,"Connect_UPF,Create_GTP",0.7305,0.8733,0.8913,0.8449,0.003999471664428711,104
Stage 3,Create_GTP,0.7373,0.8788,0.8919,0.856,0.005003452301025391,104
Stage 1,SystemUseNotPB,0.7324,0.8909,0.8798,0.8387,0.00500178337097168,104
Stage 2,Config_PB,0.5493,0.8911,0.8893,0.2245,0.004998445510864258,104
Stage 3,"Query_SMF,Connect_NRF,Connect_SMF",0.7438,0.8805,0.881,0.8942,0.004029273986816406,104
Stage 3,Connect_NEF,0.7418,0.8811,0.8925,0.8661,0.0039958953857421875,104
Stage 3,"Token_Impersonation,Connect_NRF,Connect_SMF",0.4787,0.8805,0.8903,0.7549,0.004999876022338867,104
Stage 3,"SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP,Connect_UE",0.7311,0.8734,0.8739,0.8773,0.0029981136322021484,104
Stage 2,Portable_Execution,0.4677,0.8925,0.3718,0.875,0.004000425338745117,104
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7403,0.8734,0.8929,0.8741,0.004000663757324219,104
Stage 3,"Connect_C2,Rule_based_MPB",0.3787,0.2211,0.8931,0.8774,0.003999471664428711,104
Stage 3,Connect_C2,0.4826,0.4079,0.8931,0.8775,0.0049991607666015625,104
Stage 3,"Access_Server,Query_SMF,Connect_NRF,Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7313,0.8736,0.874,0.8774,0.0030002593994140625,104
Stage 3,Create_GTP,0.7376,0.8791,0.892,0.856,0.003999948501586914,104
Stage 1,SystemUseNotPB,0.7327,0.891,0.88,0.8389,0.0039997100830078125,104
Stage 3,Connect_C2,0.4831,0.4087,0.8932,0.8776,0.004000425338745117,104
Stage 3,"Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF",0.7403,0.8737,0.8812,0.8943,0.004034996032714844,104
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2654,0.9269,0.062,0.915,0.004000425338745117,105
Stage 2,Config_PB,0.5498,0.8913,0.8894,0.2252,0.0040111541748046875,105
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP,Connect_UE",0.7406,0.8737,0.8929,0.8741,0.003998756408691406,105
Stage 3,"Launch_Agent,goal_node",0.2635,0.9273,0.6798,0.9197,0.004040956497192383,106
Stage 2,Config_PB,0.5501,0.8913,0.8893,0.226,0.004000186920166016,106
Stage 3,"Connect_NEF,Connect_UPF,Connect_C2",0.4831,0.4094,0.8929,0.8742,0.004000425338745117,106
Stage 1,SystemUseNotPB,0.7328,0.8911,0.8799,0.8391,0.0039997100830078125,106
Stage 3,goal_node,0.7549,0.6752,0.6796,0.7551,0.0062143802642822266,107
Stage 2,"Authentication,SystemUseNotPB,Access_Server,Query_SMF",0.7216,0.888,0.874,0.819,0.005003213882446289,107
Stage 2,Portable_Execution,0.4678,0.8927,0.3723,0.8753,0.0035696029663085938,107
Stage 3,Rule_based_MPB,0.3792,0.2219,0.8932,0.8807,0.004999876022338867,107
Stage 3,"Remote_access_PB,Bypass_Authentication,Access_Server,Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP",0.7315,0.8738,0.8741,0.8776,0.0029997825622558594,107
Stage 2,Query_SMF,0.7325,0.888,0.881,0.8425,0.004000186920166016,107
Stage 3,goal_node,0.755,0.6753,0.6797,0.7552,0.00400090217590332,108
Stage 3,"Authentication,SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF,Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7315,0.8738,0.8742,0.8776,0.0030012130737304688,108
Stage 3,goal_node,0.7549,0.6754,0.6798,0.7553,0.003992319107055664,109
Stage 3,"Exfiltrating_data,goal_node",0.2552,0.6756,0.9284,0.8958,0.004000186920166016,110
Stage 3,Rule_based_MPB,0.3795,0.2227,0.8933,0.8808,0.004000663757324219,110
Stage 3,Connect_SMF,0.7183,0.8805,0.889,0.7965,0.004000186920166016,110
Stage 3,"Query_SMF,Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP",0.7402,0.8738,0.8813,0.8945,0.003999948501586914,110
Stage 1,SystemUseNotPB,0.7328,0.8912,0.8802,0.8393,0.005022287368774414,110
Stage 3,Connect_UPF,0.731,0.8738,0.8915,0.8453,0.004002809524536133,110
Stage 3,"Connect_C2,Rule_based_MPB",0.3799,0.2235,0.8932,0.8778,0.004999637603759766,110
Stage 1,SystemUseNotPB,0.7329,0.8912,0.8802,0.8394,0.005998849868774414,110
Stage 3,Rule_based_MPB,0.3804,0.2243,0.8934,0.8809,0.004000425338745117,110
Stage 3,Rule_based_MPB,0.3808,0.2251,0.8934,0.8809,0.004998683929443359,110
Stage 2,Query_SMF,0.7325,0.8881,0.8812,0.8427,0.003999948501586914,110
Stage 3,Connect_C2,0.4853,0.4129,0.8933,0.8779,0.003999471664428711,110
Stage 2,"Input_Credentials,Authentication,SystemUseNotPB,Access_Server,Deploy_malware,Config_PB,Token_Impersonation",0.481,0.8908,0.8743,0.2267,0.0040013790130615234,110
Stage 2,"Token_Impersonation,Connect_NRF",0.4802,0.8858,0.8905,0.7551,0.0039997100830078125,110
Stage 2,Config_PB,0.5508,0.8915,0.8896,0.2265,0.004000186920166016,110
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2651,0.9271,0.0618,0.9152,0.005010366439819336,111
Stage 3,"Create_GTP,Connect_UE",0.7379,0.8795,0.8921,0.8562,0.0050051212310791016,111
Stage 2,Connect_NRF,0.7074,0.8858,0.887,0.7548,0.006000041961669922,111
Stage 3,goal_node,0.755,0.6754,0.6798,0.7555,0.003996372222900391,112
Stage 3,"Create_GTP,Connect_UE",0.7379,0.8795,0.8921,0.8563,0.00403141975402832,112
Stage 3,"Launch_Agent,goal_node",0.2631,0.9275,0.68,0.9199,0.004029512405395508,113
Stage 2,Portable_Execution,0.4679,0.8929,0.3728,0.8755,0.004000425338745117,113
Stage 3,"Connect_UPF,Create_GTP",0.7312,0.8741,0.8915,0.8452,0.003999948501586914,113
Stage 3,"Connect_PCF,Connect_UPF,Connect_C2,Rule_based_MPB",0.3812,0.2259,0.8916,0.8465,0.003992557525634766,113
Stage 2,Deploy_malware,0.5948,0.8916,0.8862,0.3731,0.003998279571533203,113
Stage 1,"Input_Credentials,Authentication,SystemUseNotPB",0.7331,0.8914,0.8803,0.8394,0.0039997100830078125,113
Stage 3,Connect_C2,0.4859,0.414,0.8932,0.8778,0.005975961685180664,113
Stage 3,Connect_C2,0.4863,0.4147,0.8932,0.8779,0.004001140594482422,113
Stage 3,Connect_PCF,0.7331,0.8824,0.8912,0.8378,0.003999948501586914,113
Stage 3,Connect_PCF,0.7332,0.8824,0.8912,0.8379,0.005001544952392578,113
Stage 3,Connect_UE,0.742,0.8828,0.8925,0.863,0.0040323734283447266,113
Stage 2,Connect_NRF,0.7075,0.886,0.887,0.755,0.00400090217590332,113
Stage 1,"SystemUseNotPB,Access_Server",0.7234,0.8906,0.8744,0.8192,0.004029512405395508,113
Stage 1,SystemUseNotPB,0.7333,0.8915,0.8804,0.8395,0.003998756408691406,113
Stage 3,"Token_Impersonation,Connect_NRF,Connect_NEF,Connect_UPF,Create_GTP",0.4787,0.8743,0.8905,0.7551,0.0039997100830078125,113
Stage 1,Remote_access_PB,0.7382,0.8919,0.8833,0.8494,0.003996372222900391,113
Stage 2,Query_SMF,0.7329,0.8884,0.8813,0.8427,0.003999948501586914,113
Stage 2,Portable_Execution,0.4685,0.8931,0.3737,0.8756,0.005031108856201172,113
Stage 3,"Connect_C2,Rule_based_MPB",0.3817,0.2268,0.8933,0.8779,0.004000186920166016,113
Stage 2,"Access_Server,Query_SMF",0.7223,0.8885,0.8745,0.8193,0.0039997100830078125,113
Stage 3,Connect_UPF,0.7316,0.8744,0.8917,0.8452,0.0040013790130615234,113
Stage 2,Portable_Execution,0.469,0.8931,0.3747,0.8757,0.004997968673706055,113
Stage 1,Logon_PB,0.7388,0.892,0.8837,0.8505,0.0039997100830078125,113
Stage 3,Connect_UPF,0.7316,0.8744,0.8918,0.8453,0.0039997100830078125,113
Stage 1,Remote_access_PB,0.7384,0.892,0.8835,0.8496,0.003999948501586914,113
Stage 3,Create_GTP,0.7384,0.8798,0.8923,0.8564,0.003998994827270508,113
Stage 3,"Connect_PCF,Connect_UPF,Create_GTP",0.7322,0.8744,0.8919,0.8468,0.004000186920166016,113
Stage 3,"Connect_UPF,Connect_C2",0.4838,0.4158,0.8918,0.8454,0.004029989242553711,113
Stage 1,Logon_PB,0.7389,0.8921,0.8838,0.8506,0.0040280818939208984,113
Stage 3,Create_GTP,0.7385,0.8798,0.8924,0.8565,0.0050008296966552734,113
Stage 3,"Connect_PCF,Connect_UPF",0.7322,0.8744,0.8919,0.8469,0.005001544952392578,113
Stage 3,"Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7164,0.8744,0.8895,0.7986,0.0039997100830078125,113
Stage 2,Portable_Execution,0.4696,0.8932,0.3757,0.8758,0.005017995834350586,113
Stage 3,"Connect_UPF,Create_GTP",0.7318,0.8745,0.8919,0.8455,0.0049991607666015625,113
Stage 1,SystemUseNotPB,0.7338,0.8917,0.8807,0.8397,0.0040013790130615234,113
Stage 3,"Query_SMF,Connect_NRF,Connect_SMF,Connect_UPF,Create_GTP,Connect_UE",0.7412,0.8745,0.8818,0.8945,0.003971576690673828,113
Stage 3,Create_GTP,0.7386,0.8799,0.8924,0.8566,0.00400090217590332,113
Stage 3,goal_node,0.7557,0.6757,0.6797,0.7558,0.004999399185180664,114
Stage 3,"Connect_NRF,Connect_SMF,Connect_UPF",0.7021,0.8745,0.8874,0.7549,0.004001140594482422,114
Stage 1,"Authentication,SystemUseNotPB",0.7338,0.8918,0.8808,0.8398,0.004036903381347656,114
Stage 3,"SystemUseNotPB,Access_Server,Deploy_malware,Config_PB,Token_Impersonation,goal_node",0.482,0.8622,0.8792,0.1122,0.00400853157043457,115
Stage 3,Launch_Agent,0.2627,0.8936,0.8939,0.8822,0.00500035285949707,115
Stage 3,Connect_NEF,0.7428,0.8821,0.8929,0.8665,0.0039997100830078125,115
Stage 3,Connect_C2,0.4874,0.4165,0.8935,0.8781,0.005000114440917969,115
Stage 3,Connect_C2,0.4879,0.4172,0.8935,0.8781,0.004000425338745117,115
Stage 2,Deploy_malware,0.5952,0.892,0.8866,0.3735,0.003973484039306641,115
Stage 3,"Rule_based_MPB,Exfiltrating_data,goal_node",0.2551,0.0686,0.9286,0.8949,0.0049991607666015625,116
Stage 3,Connect_NEF,0.7429,0.8822,0.893,0.8666,0.004003763198852539,116
Stage 3,Connect_UPF,0.732,0.8747,0.8919,0.8455,0.0039997100830078125,116
Stage 3,"Connect_PCF,Connect_UPF,Create_GTP",0.7325,0.8747,0.892,0.8471,0.0050013065338134766,116
Stage 3,"Connect_UPF,Create_GTP,Connect_UE",0.732,0.8747,0.8919,0.8456,0.00404047966003418,116
Stage 3,"Rule_based_MPB,Exfiltrating_data,goal_node",0.2549,0.0685,0.9287,0.8949,0.003998517990112305,117
Stage 3,Connect_PCF,0.7339,0.8827,0.8916,0.8384,0.003999233245849609,117
Stage 3,goal_node,0.7557,0.6754,0.6802,0.7558,0.004998445510864258,118
Stage 3,Connect_NEF,0.7429,0.8822,0.893,0.8667,0.004000186920166016,118
Stage 2,"Deploy_malware,Config_PB",0.5506,0.8918,0.8867,0.227,0.003997087478637695,118
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2651,0.9274,0.0616,0.9156,0.003999233245849609,119
Stage 3,"Access_Server,Query_SMF,Connect_NRF,Connect_PCF",0.7378,0.8847,0.8749,0.8777,0.003999471664428711,119
Stage 1,SystemUseNotPB,0.7338,0.8918,0.8808,0.8399,0.00400090217590332,119
Stage 3,Create_GTP,0.7387,0.8801,0.8925,0.8568,0.0039997100830078125,119
Stage 3,"Agent_based_MPB,Launch_Agent,goal_node",0.2636,0.9277,0.0608,0.9189,0.003998279571533203,120
Stage 3,Connect_C2,0.4879,0.4176,0.8935,0.8783,0.0039942264556884766,120
Stage 3,Connect_C2,0.4883,0.4183,0.8935,0.8784,0.004000425338745117,120
Stage 3,"Connect_PCF,Connect_UPF,Create_GTP,Connect_UE",0.7326,0.8749,0.892,0.8473,0.00400090217590332,120
Stage 3,goal_node,0.7557,0.6758,0.6798,0.7561,0.007025718688964844,121
Stage 3,Launch_Agent,0.2629,0.8936,0.8939,0.8824,0.004000425338745117,121
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2653,0.9274,0.0614,0.9157,0.004027843475341797,122
Stage 3,Connect_NEF,0.743,0.8824,0.8928,0.8669,0.003999233245849609,122
Stage 1,SystemUseNotPB,0.7338,0.8919,0.8806,0.84,0.004000186920166016,122
Stage 3,Connect_UPF,0.732,0.8749,0.8918,0.8458,0.0040285587310791016,122
Stage 3,"Connect_NEF,Connect_UPF",0.7416,0.8749,0.8932,0.8749,0.0039997100830078125,122
Stage 3,"Exfiltrating_data,goal_node",0.2547,0.676,0.9286,0.8965,0.003969907760620117,123
Stage 2,Portable_Execution,0.4699,0.8933,0.3755,0.8762,0.0040094852447509766,123
Stage 3,Connect_C2,0.4886,0.419,0.8934,0.8785,0.003999233245849609,123
Stage 3,Connect_UE,0.7427,0.8834,0.8927,0.8636,0.0039997100830078125,123
Stage 3,"Connect_UPF,Create_GTP",0.7321,0.875,0.8918,0.8459,0.00500035285949707,123
Stage 3,"Connect_NEF,Connect_UPF,Create_GTP",0.7417,0.875,0.8933,0.875,0.003998756408691406,123
Stage 2,Config_PB,0.5513,0.8921,0.8898,0.2278,0.003999471664428711,123
Stage 3,goal_node,0.7557,0.6758,0.6798,0.7563,0.004999876022338867,124
Stage 1,Input_Credentials,0.7422,0.8926,0.8857,0.8573,0.003972053527832031,124
Stage 1,Authentication,0.739,0.8923,0.8838,0.8507,0.003977298736572266,124
Stage 3,Connect_NEF,0.7432,0.8825,0.8929,0.8672,0.003999471664428711,124
Stage 3,"Connect_NEF,Connect_UPF",0.7417,0.8751,0.8933,0.8751,0.003999948501586914,124
Stage 3,"Connect_NEF,Connect_UPF",0.7418,0.8751,0.8934,0.8752,0.004029750823974609,124
Stage 3,"Connect_NRF,Connect_PCF,Connect_UPF,Create_GTP,Connect_UE",0.7024,0.8751,0.8874,0.7552,0.003999471664428711,124
Stage 3,Connect_UE,0.7428,0.8835,0.8928,0.8637,0.004004716873168945,124
Stage 2,Portable_Execution,0.4704,0.8935,0.3765,0.8764,0.003999948501586914,124
Stage 3,Connect_UPF,0.7323,0.8751,0.8919,0.8461,0.004001140594482422,124
Stage 2,Connect_NRF,0.7082,0.8866,0.8874,0.7553,0.0039997100830078125,124
Stage 1,Authentication,0.7392,0.8924,0.884,0.8509,0.0039997100830078125,124
Stage 3,Connect_UPF,0.7324,0.8752,0.892,0.8462,0.003998994827270508,124
Stage 3,"Connect_NRF,Connect_SMF",0.706,0.882,0.8875,0.7554,0.004000663757324219,124
Stage 3,Launch_Agent,0.2632,0.8938,0.8939,0.8828,0.004999637603759766,124
Stage 3,Rule_based_MPB,0.3816,0.2271,0.8937,0.8818,0.005001068115234375,124
Stage 2,"SystemUseNotPB,Access_Server,Query_SMF,Connect_NRF",0.7391,0.8867,0.875,0.878,0.004000186920166016,124
Stage 1,Access_Server,0.7244,0.8912,0.875,0.8199,0.003999948501586914,124
Stage 2,"Remote_access_PB,Bypass_Authentication,Access_Server,Portable_Execution,Agent_based_MPB",0.3836,0.8912,0.202,0.82,0.0029997825622558594,124
Stage 3,Connect_UE,0.7431,0.8837,0.8928,0.8639,0.003992795944213867,124
Stage 3,Create_GTP,0.7392,0.8805,0.8925,0.8574,0.0039997100830078125,124
Stage 3,goal_node,0.756,0.6759,0.6799,0.7565,0.0040013790130615234,125
Stage 2,Connect_NRF,0.7084,0.8867,0.8874,0.7557,0.005000114440917969,125
Stage 1,Authentication,0.7394,0.8925,0.8839,0.8511,0.005033731460571289,125
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2655,0.9276,0.0616,0.9159,0.004000186920166016,126
Stage 3,"Portable_Execution,Agent_based_MPB,Launch_Agent,goal_node",0.2654,0.9276,0.0615,0.916,0.004000425338745117,127
Stage 2,Query_SMF,0.7337,0.8891,0.8816,0.8435,0.004007101058959961,127
Stage 2,Portable_Execution,0.4708,0.8936,0.3769,0.8766,0.0049703121185302734,127
Stage 1,Authentication,0.7394,0.8926,0.8839,0.8512,0.00600743293762207,127
Stage 3,"Connect_NEF,Connect_UPF,Connect_C2,Rule_based_MPB,Exfiltrating_data,goal_node",0.2553,0.0695,0.9284,0.8899,0.003001689910888672,128
Stage 2,"Query_SMF,Connect_NRF",0.748,0.8867,0.8818,0.895,0.006006479263305664,128
Stage 2,Connect_NRF,0.7084,0.8867,0.8874,0.7559,0.004998445510864258,128
Stage 3,Rule_based_MPB,0.3818,0.2277,0.8937,0.8819,0.007972240447998047,128
Stage 3,"Query_SMF,Connect_NRF,Connect_SMF,Connect_UPF,Create_GTP",0.7417,0.8752,0.8819,0.8951,0.004000425338745117,128
Stage 2,"SystemUseNotPB,Access_Server,Query_SMF",0.7231,0.8891,0.8749,0.8201,0.003000020980834961,128
Stage 3,Connect_NEF,0.7436,0.8827,0.893,0.868,0.004005908966064453,128
Stage 3,Connect_UPF,0.7325,0.8752,0.8919,0.8466,0.0049746036529541016,128
Stage 3,Connect_PCF,0.7344,0.8833,0.8916,0.8392,0.004998445510864258,128
Stage 3,Connect_SMF,0.7198,0.8818,0.8895,0.7975,0.003998756408691406,128
Stage 2,Portable_Execution,0.4713,0.8937,0.3779,0.8768,0.004998922348022461,128
Stage 3,Create_GTP,0.7393,0.8806,0.8925,0.8577,0.003999233245849609,128
Stage 3,Launch_Agent,0.2634,0.894,0.8939,0.8831,0.0039997100830078125,128
Stage 2,Connect_NRF,0.7086,0.8868,0.8874,0.7561,0.005002021789550781,128
Stage 1,SystemUseNotPB,0.7345,0.8922,0.8809,0.8406,0.00453948974609375,128
Stage 3,goal_node,0.7562,0.6761,0.6796,0.7568,0.003996133804321289,129
Stage 1,SystemUseNotPB,0.7344,0.8922,0.8809,0.8407,0.003963947296142578,129
Stage 2,Connect_NRF,0.7087,0.8868,0.8875,0.7563,0.004025459289550781,129
