NAMESPACE       LAST SEEN   TYPE      REASON                 OBJECT                                                                                   MESSAGE
kubescape       28m         Normal    SuccessfulCreate       job/kubescape-exporter-29595745                                                          Created pod: kubescape-exporter-29595745-pr6js
logging         28m         Warning   BackOff                pod/trivy-elk-exporter-29595740-d8nx7                                                    Back-off restarting failed container exporter in pod trivy-elk-exporter-29595740-d8nx7_logging(21b3c474-0243-4d79-b367-0bc50721b990)
logging         27m         Normal    SuccessfulDelete       cronjob/trivy-elk-exporter                                                               Deleted job trivy-elk-exporter-29595710
logging         27m         Normal    SawCompletedJob        cronjob/trivy-elk-exporter                                                               Saw completed job: trivy-elk-exporter-29595740, status: Failed
logging         27m         Warning   BackoffLimitExceeded   job/trivy-elk-exporter-29595740                                                          Job has reached the specified backoff limit
logging         27m         Normal    SuccessfulDelete       job/trivy-elk-exporter-29595740                                                          Deleted pod: trivy-elk-exporter-29595740-d8nx7
trivy-system    25m         Warning   DeadlineExceeded       job/node-collector-694c47444                                                             Job was active longer than specified deadline
trivy-system    25m         Normal    SuccessfulDelete       job/node-collector-694c47444                                                             Deleted pod: node-collector-694c47444-t4t5p
trivy-system    25m         Normal    SuccessfulCreate       job/node-collector-694c47444                                                             Created pod: node-collector-694c47444-c82fq
logging         23m         Normal    SuccessfulCreate       job/trivy-elk-exporter-29595750                                                          Created pod: trivy-elk-exporter-29595750-m82sq
kubescape       23m         Normal    SuccessfulCreate       job/kubescape-exporter-29595750                                                          Created pod: kubescape-exporter-29595750-l9s8r
logging         23m         Normal    AddedInterface         pod/trivy-elk-exporter-29595750-m82sq                                                    Add eth0 [192.168.109.96/32] from k8s-pod-network
trivy-system    22m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-654f4f6d7f                                                  Deleted pod: scan-vulnerabilityreport-654f4f6d7f-g2t88
trivy-system    22m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-654f4f6d7f                                                  Job was active longer than specified deadline
trivy-system    22m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-7c9ddd97bf                                                  Deleted pod: scan-vulnerabilityreport-7c9ddd97bf-fg65z
trivy-system    22m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-f8bcff7cd                                                   Job was active longer than specified deadline
trivy-system    22m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-f8bcff7cd                                                   Deleted pod: scan-vulnerabilityreport-f8bcff7cd-vqtxj
trivy-system    22m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-7c9ddd97bf                                                  Job was active longer than specified deadline
trivy-system    22m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-74b9cf67dd                                                  Created pod: scan-vulnerabilityreport-74b9cf67dd-llgpd
trivy-system    22m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-d778d5cc4                                                   Created pod: scan-vulnerabilityreport-d778d5cc4-277zj
logging         21m         Normal    Pulled                 pod/trivy-elk-exporter-29595750-m82sq                                                    Container image "alpine:3.19" already present on machine
logging         21m         Normal    Created                pod/trivy-elk-exporter-29595750-m82sq                                                    Created container exporter
logging         21m         Normal    Started                pod/trivy-elk-exporter-29595750-m82sq                                                    Started container exporter
kubescape       19m         Warning   BackOff                pod/node-agent-z5lxn                                                                     Back-off restarting failed container node-agent in pod node-agent-z5lxn_kubescape(166492b7-49ca-46f3-a6a5-b2d5e65beffe)
kubescape       18m         Normal    SuccessfulCreate       job/kubescape-exporter-29595755                                                          Created pod: kubescape-exporter-29595755-knrdh
logging         18m         Warning   BackOff                pod/trivy-elk-exporter-29595750-m82sq                                                    Back-off restarting failed container exporter in pod trivy-elk-exporter-29595750-m82sq_logging(a45f12f5-0f1d-4d92-a09c-4355ba037c17)
logging         16m         Normal    SuccessfulDelete       job/trivy-elk-exporter-29595750                                                          Deleted pod: trivy-elk-exporter-29595750-m82sq
logging         16m         Normal    SawCompletedJob        cronjob/trivy-elk-exporter                                                               Saw completed job: trivy-elk-exporter-29595750, status: Failed
logging         16m         Warning   BackoffLimitExceeded   job/trivy-elk-exporter-29595750                                                          Job has reached the specified backoff limit
logging         16m         Normal    SuccessfulDelete       cronjob/trivy-elk-exporter                                                               Deleted job trivy-elk-exporter-29595720
trivy-system    15m         Normal    SuccessfulDelete       job/node-collector-694c47444                                                             Deleted pod: node-collector-694c47444-c82fq
trivy-system    15m         Warning   DeadlineExceeded       job/node-collector-694c47444                                                             Job was active longer than specified deadline
trivy-system    14m         Normal    SuccessfulCreate       job/node-collector-694c47444                                                             Created pod: node-collector-694c47444-gmn9v
kubescape       13m         Normal    SuccessfulCreate       job/kubescape-exporter-29595760                                                          Created pod: kubescape-exporter-29595760-l76ch
logging         13m         Normal    SuccessfulCreate       job/trivy-elk-exporter-29595760                                                          Created pod: trivy-elk-exporter-29595760-nhsl9
logging         13m         Normal    AddedInterface         pod/trivy-elk-exporter-29595760-nhsl9                                                    Add eth0 [192.168.109.70/32] from k8s-pod-network
falco           13m         Warning   Unhealthy              pod/falco-falcosidekick-64544d9f9c-dh9dh                                                 Liveness probe failed: Get "http://192.168.109.75:2801/ping": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
